eventID,eventType,language,license,bibliographicCitation,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,parentEventID,verbatimLocality,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,decimalLatitude,decimalLongitude,eventDate,year,month,day,samplingEffort,sampleSizeUnit,geodeticDatum,footprintWKT,eventRemarks
SOC-HEA-2023-7-3,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,16,49.269518,-123.12001,2023-07-03,2023,7,3,16 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-13,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-13,2023,7,13,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-15,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-15,2023,7,15,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-17,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-17,2023,7,17,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Overcast. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-18,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8.5,49.269518,-123.12001,2023-07-18,2023,7,18,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 1 night.
SOC-HEA-2023-7-20,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-20,2023,7,20,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-22,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-22,2023,7,22,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-24,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-24,2023,7,24,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),"Rain,Overcast. Hours fished were spread over 2 nights."
SOC-HEA-2023-7-25,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2023-07-25,2023,7,25,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Overcast. Hours fished were spread over 1 night.
SOC-HEA-2023-7-27,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-27,2023,7,27,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-29,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-29,2023,7,29,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Overcast. Hours fished were spread over 2 nights.
SOC-HEA-2023-7-31,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2023-07-31,2023,7,31,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2023-8-1,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8.5,49.269518,-123.12001,2023-08-01,2023,8,1,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 1 night.
SOC-HEA-2023-8-5,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8.5,49.269518,-123.12001,2023-08-05,2023,8,5,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Overcast. Hours fished were spread over 2 nights.
SOC-HEA-2022-6-12,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-12,2022,6,12,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2024-5-29,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,17,49.269518,-123.12001,2024-05-29,2024,5,29,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Sunny. Hours fished were spread over 2 nights.
SOC-HEA-2022-6-17,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-17,2022,6,17,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2022-6-19,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-19,2022,6,19,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2022-6-20,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-20,2022,6,20,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2022-6-22,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-22,2022,6,22,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2022-6-24,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-24,2022,6,24,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2022-6-26,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-26,2022,6,26,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2022-6-27,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,8,49.269518,-123.12001,2022-06-27,2022,6,27,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ), Hours fished were spread over 1 night.
SOC-HEA-2024-6-16,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,15,49.269518,-123.12001,2024-06-16,2024,6,16,15 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Rain. Hours fished were spread over 2 nights.
SOC-HEA-2024-6-22,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-HEA,Heather Marina,0,2,15,49.269518,-123.12001,2024-06-22,2024,6,22,15 hours of light trap fishing,hours,WGS84,POINT  ( -123.12001   49.269518 ),Overcast. Hours fished were spread over 2 nights.
